City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,aykhal,66.0,111.5,-10.19,99,100,4.11,RU,1698180635
284,ar ruways,24.1103,52.7306,28.36,64,97,1.64,AE,1698180636
285,aral,40.5156,81.2636,13.29,24,0,2.72,CN,1698180636
286,kilju,40.9642,129.3278,11.18,67,0,2.81,KP,1698180636
287,muang xay,20.7,101.9833,21.47,80,71,0.83,LA,1698180636
288,ziro,27.6333,93.8333,8.4,76,92,1.24,IN,1698180636
289,ryotsu-minato,38.0833,138.4333,16.32,76,100,1.93,JP,1698180636
290,kabatas,40.75,37.45,15.55,75,8,2.04,TR,1698180637
291,quellon,-43.1167,-73.6167,11.4,66,33,5.55,CL,1698180637
292,bria,6.5423,21.9863,22.29,94,100,0.69,CF,1698180637
293,turabah,21.2141,41.6331,23.73,29,51,7.8,SA,1698180637
294,missoula,47.0166,-113.8009,6.47,52,100,1.54,US,1698180637
295,turbat,26.0023,63.044,27.09,61,1,2.13,PK,1698180637
296,udachny,66.4167,112.4,-9.05,98,100,3.17,RU,1698180637
297,port lincoln,-34.7333,135.8667,12.16,51,80,7.93,AU,1698180638
298,port mathurin,-19.6833,63.4167,24.62,80,15,7.39,MU,1698180638
299,dalandzadgad,43.5708,104.425,7.17,43,5,3.71,MN,1698180638
300,oak hill,37.9723,-81.1487,24.33,23,9,0.59,US,1698180557
301,saldanha,-33.0117,17.9442,14.03,83,2,5.76,ZA,1698180638
302,ghat,24.9647,10.1728,27.34,18,0,1.38,LY,1698180638
303,aldinga beach,-35.2793,138.4604,11.92,65,28,7.71,AU,1698180638
304,al qitena,14.8648,32.3668,32.89,24,8,1.27,SD,1698180639
305,gimbi,9.1667,35.8333,13.64,95,100,1.34,ET,1698180639
306,urazovo,50.0836,38.0395,8.55,74,89,3.12,RU,1698180639
307,plattsburgh,44.6995,-73.4529,13.42,75,100,3.09,US,1698180627
308,slavyanka,42.8633,131.3847,11.01,80,0,2.17,RU,1698180639
309,oakland,42.6667,-83.3999,25.48,54,40,4.92,US,1698180507
310,chake chake,-5.2459,39.7666,25.47,87,72,2.17,TZ,1698180639
311,ankang,32.68,109.0172,17.37,84,100,0.36,CN,1698180639
312,haiku-pauwela,20.9219,-156.3051,30.09,65,20,3.09,US,1698180640
313,tamandare,-8.7597,-35.1047,25.03,77,2,3.51,BR,1698180640
314,tottori,35.5,134.2333,14.87,79,67,2.18,JP,1698180402
315,atafu village,-8.5421,-172.5159,29.0,72,44,4.7,TK,1698180640
316,sandnessjoen,66.0217,12.6316,4.12,75,20,3.6,NO,1698180640
317,okha,53.5739,142.9478,1.73,78,71,4.46,RU,1698180640
318,tefe,-3.3542,-64.7114,34.06,52,40,1.54,BR,1698180640
319,poronaysk,49.2167,143.1167,7.05,85,88,1.55,RU,1698180641
320,mont-dore,-22.2833,166.5833,25.0,99,98,4.44,NC,1698180641
321,mccordsville,39.9081,-85.9228,25.62,49,75,5.14,US,1698180641
322,uturoa,-16.7333,-151.4333,26.68,76,98,6.0,PF,1698180641
323,puntarenas,9.9763,-84.8384,27.42,84,100,0.63,CR,1698180375
324,mangrol,21.1167,70.1167,27.5,66,6,2.14,IN,1698180641
325,beau vallon,-20.4189,57.6953,25.12,88,20,2.06,MU,1698180642
326,wum,6.3833,10.0667,18.91,93,97,1.71,CM,1698180642
327,maumere,-8.6199,122.2111,25.43,76,21,2.32,ID,1698180642
328,pandan,14.0453,124.1694,26.56,86,96,2.69,PH,1698180642
329,cill airne,52.05,-9.5167,8.39,91,48,0.72,IE,1698180642
330,vrbas,45.5714,19.6408,22.77,36,100,5.21,RS,1698180642
331,hakui,36.8833,136.7833,13.71,83,66,1.2,JP,1698180642
332,taoudenni,22.6783,-3.9836,32.57,21,100,4.07,ML,1698180643
333,chonchi,-42.6128,-73.8092,12.56,62,41,1.03,CL,1698180643
334,touros,-5.1989,-35.4608,25.45,77,32,5.67,BR,1698180643
335,iskateley,67.6803,53.1512,-4.99,82,100,4.47,RU,1698180643
336,tolanaro,-25.0319,46.9987,24.04,83,75,0.0,MG,1698180643
337,pathein,16.7833,94.7333,23.88,92,37,0.66,MM,1698180643
338,merizo village,13.2658,144.6691,27.31,95,43,4.07,GU,1698180643
339,aso,32.9551,131.0967,10.76,89,0,0.22,JP,1698180644
340,rainsville,34.4943,-85.8477,24.47,23,0,3.6,US,1698180644
341,kargasok,59.0556,80.8572,-0.58,77,100,5.36,RU,1698180644
342,port saint john's,-31.6229,29.5448,17.3,74,2,4.93,ZA,1698180644
343,prado,-17.3411,-39.2208,24.31,81,43,6.6,BR,1698180644
344,norfolk,42.1668,-71.2495,16.75,62,6,0.45,US,1698180572
345,crane,31.3974,-102.3501,27.88,47,0,6.39,US,1698180644
346,leones,-32.6617,-62.2968,19.41,65,81,4.47,AR,1698180645
347,bubaque,11.2833,-15.8333,28.73,74,100,1.75,GW,1698180645
348,shelby,35.2001,-89.8668,29.47,40,0,4.12,US,1698180645
349,hastings,50.8552,0.5729,13.49,43,95,3.16,GB,1698180645
350,summerside,46.3959,-63.7876,12.07,58,23,5.14,CA,1698180645
351,kampene,-3.6,26.6667,20.46,98,77,0.78,CD,1698180645
352,hatta,24.1167,79.6,19.64,47,0,0.46,IN,1698180645
353,khuzdar,27.7384,66.6434,20.85,31,0,0.74,PK,1698180646
354,ebon,4.582,168.6964,27.64,75,100,2.17,MH,1698180646
355,igarka,67.4667,86.5833,-8.23,96,85,0.92,RU,1698180646
356,motueka,-41.1333,173.0167,17.83,67,35,1.19,NZ,1698180646
357,polyarnyy,69.1989,33.4478,0.6,83,99,3.3,RU,1698180646
358,vega de alatorre,20.0333,-96.6333,29.28,74,69,6.64,MX,1698180646
359,kenai,60.5544,-151.2583,2.3,75,0,4.63,US,1698180647
360,boca suno,-0.7167,-77.1333,33.77,57,80,0.62,EC,1698180480
361,usogorsk,63.4106,48.6872,-0.74,86,99,3.62,RU,1698180647
362,mammoth lakes,37.6485,-118.9721,15.19,22,0,3.13,US,1698180401
363,aasiaat,68.7098,-52.8699,-10.09,71,100,2.71,GL,1698180647
364,newman,37.3138,-121.0208,25.03,34,4,0.54,US,1698180647
365,enewetak,11.3474,162.3373,29.01,75,85,9.13,MH,1698180647
366,princeville,45.7668,-61.2985,10.39,76,0,2.06,CA,1698180647
367,luganville,-15.5333,167.1667,26.26,85,100,7.31,VU,1698180648
368,laguna,38.421,-121.4238,25.3,61,0,1.54,US,1698180648
369,ayr,55.4627,-4.6339,8.99,81,0,1.54,GB,1698180648
370,nyaungdon,17.0333,95.65,24.18,94,69,2.14,MM,1698180648
371,tilcara,-23.5776,-65.3509,13.96,67,79,2.71,AR,1698180648
372,kismayo,-0.3582,42.5454,26.45,86,100,4.86,SO,1698180648
373,kosong,38.3788,128.4676,16.27,84,7,4.3,KR,1698180648
374,kralendijk,12.15,-68.2667,30.99,74,20,5.14,BQ,1698180649
375,jardin america,-27.0435,-55.227,22.23,95,97,1.21,AR,1698180649
376,sagaing,21.8787,95.9797,21.5,98,100,1.0,MM,1698180649
377,fort st. john,56.2499,-120.8529,-8.06,67,75,2.06,CA,1698180366
378,vorkuta,67.5,64.0,-16.35,99,89,2.68,RU,1698180649
379,burang,30.25,81.1667,-1.75,44,1,0.86,CN,1698180649
380,nueva loja,0.0847,-76.8828,33.01,58,75,2.06,EC,1698180632
381,katsuura,35.1333,140.3,17.59,75,92,2.16,JP,1698180649
382,dunedin,-45.8742,170.5036,15.23,70,66,0.68,NZ,1698180650
383,colby,39.3958,-101.0524,16.03,63,0,4.63,US,1698180650
384,leticia,-4.2153,-69.9406,27.03,83,75,5.14,CO,1698180650
385,nizhniy ingash,56.2,96.53,-0.89,64,100,3.23,RU,1698180650
386,keetmanshoop,-26.5833,18.1333,24.51,13,0,1.54,NA,1698180650
387,vychegodskiy,61.247,46.8984,-1.1,79,90,3.61,RU,1698180650
388,kailua-kona,19.6406,-155.9956,29.77,72,20,3.6,US,1698180650
389,ambon,-3.6954,128.1814,26.6,95,40,3.6,ID,1698180651
390,yelizovo,53.1873,158.3805,2.11,86,40,4.0,RU,1698180651
391,miri,4.4148,114.0089,23.08,94,40,1.54,MY,1698180651
392,morehead city,34.7229,-76.726,23.02,64,0,2.24,US,1698180651
393,miyako,39.6367,141.9525,13.07,84,100,2.14,JP,1698180651
394,vilyuchinsk,52.9306,158.4028,2.18,77,22,2.63,RU,1698180651
395,chegdomyn,51.1167,133.0167,-2.52,95,25,0.76,RU,1698180651
396,south hedland,-20.4089,118.5983,20.96,83,0,2.06,AU,1698180651
397,meadow lake,34.8014,-106.5436,21.99,40,99,4.54,US,1698180652
398,hluti,-27.2167,31.6167,17.76,70,86,4.63,SZ,1698180652
399,al ghayzah,16.2079,52.176,25.6,80,92,5.62,YE,1698180652
400,novyy urengoy,66.0833,76.6333,-3.82,91,89,2.58,RU,1698180652
401,chui,-33.6971,-53.4616,16.64,84,44,5.13,UY,1698180652
402,midvagur,62.0511,-7.1939,7.46,93,75,1.03,FO,1698180652
403,howrah,22.5892,88.3103,24.0,94,40,2.06,IN,1698180652
404,yebaishou,41.3975,119.6408,10.93,40,5,1.16,CN,1698180653
405,san matias,-16.3667,-58.4,36.38,32,82,1.79,BO,1698180653
406,keren,15.7778,38.4581,22.21,66,0,2.39,ER,1698180653
407,bodo,67.28,14.405,3.86,83,75,8.23,NO,1698180575
408,siwa oasis,29.2041,25.5195,24.62,33,0,2.85,EG,1698180653
409,mar del plata,-38.0023,-57.5575,13.01,76,75,5.66,AR,1698180457
410,embi,48.8264,58.1442,9.2,65,96,8.38,KZ,1698180653
411,naze,28.3667,129.4833,20.51,77,4,3.94,JP,1698180654
412,timbuktu,16.7735,-3.0074,32.54,11,100,4.07,ML,1698180654
413,gunjur,13.2019,-16.7339,28.04,83,40,0.0,GM,1698180654
414,port isabel,26.0734,-97.2086,32.02,63,20,10.29,US,1698180654
415,geraldton,-28.7667,114.6,22.23,26,0,8.23,AU,1698180654
416,alice springs,-23.7,133.8833,18.75,30,86,4.12,AU,1698180518
417,tofol,5.3248,163.0078,28.78,72,70,3.03,FM,1698180654
418,saint-philippe,-21.3585,55.7679,23.77,82,15,2.89,RE,1698180655
419,hami,42.8,93.45,10.13,51,2,2.48,CN,1698180655
420,leo,11.1,-2.1,28.15,38,14,2.24,BF,1698180655
421,taltal,-25.4,-70.4833,19.74,64,23,3.72,CL,1698180621
422,brookings,44.3114,-96.7984,9.0,93,100,5.66,US,1698180519
423,chyorny yar,48.0624,46.1091,10.97,63,96,4.8,RU,1698180655
424,ulsteinvik,62.3432,5.8487,7.4,87,100,0.89,NO,1698180655
425,bahar,34.9072,48.4414,10.09,46,40,2.06,IR,1698180655
426,tura,25.5198,90.2201,19.86,94,91,1.97,IN,1698180655
427,zhashkiv,49.2454,30.1102,10.94,71,100,4.18,UA,1698180656
428,tommot,58.9564,126.2925,-13.64,96,100,1.1,RU,1698180656
429,namsos,64.4662,11.4957,4.03,81,100,5.14,NO,1698180656
430,mikun',62.3547,50.0771,-0.91,79,100,3.38,RU,1698180656
431,tandalti,13.0167,31.8667,31.35,42,31,3.65,SD,1698180656
432,toamasina,-18.1667,49.3833,25.0,83,40,2.06,MG,1698180656
433,codrington,-38.2667,141.9667,7.46,82,70,5.35,AU,1698180657
434,de aar,-30.6497,24.0123,16.71,33,0,4.7,ZA,1698180657
435,nicoya,10.1483,-85.452,26.9,89,100,1.88,CR,1698180633
436,scarborough,54.2797,-0.4044,10.92,92,47,0.45,GB,1698180548
437,beira,-19.8436,34.8389,25.32,87,0,3.07,MZ,1698180657
438,senillosa,-39.0,-68.4167,17.88,39,17,2.53,AR,1698180556
439,kamina,-8.7386,24.9906,17.9,89,100,2.32,CD,1698180657
440,tralee,52.2704,-9.7026,7.94,89,6,0.85,IE,1698180657
441,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,2.06,EC,1698180658
442,saipan,15.1355,145.701,27.39,89,40,3.6,MP,1698180658
443,lagoa,39.05,-27.9833,20.39,92,99,12.26,PT,1698180658
444,alesund,62.4723,6.1549,7.41,94,0,2.06,NO,1698180658
445,trairi,-3.2778,-39.2689,25.82,78,90,5.03,BR,1698180510
446,isangel,-19.55,169.2667,23.21,88,100,10.22,VU,1698180658
447,manicore,-5.8092,-61.3003,32.97,62,0,2.57,BR,1698180658
448,bayville,40.9106,-73.5621,19.44,65,6,0.89,US,1698180658
449,cockburn town,21.4612,-71.1419,28.58,74,76,9.51,TC,1698180659
450,ouled mimoun,34.9047,-1.0339,13.01,79,3,1.71,DZ,1698180659
451,nuku'alofa,-21.1333,-175.2,23.19,60,75,5.66,TO,1698180659
452,silver springs,29.1044,-82.0206,27.75,63,22,0.89,US,1698180659
453,sturgeon bay,44.8342,-87.377,18.2,82,100,7.2,US,1698180659
454,cabo san lucas,22.8909,-109.9124,29.78,65,40,3.6,MX,1698180110
455,inhambane,-23.865,35.3833,24.18,91,0,4.04,MZ,1698180659
456,mwinilunga,-11.7358,24.4293,20.54,73,98,4.51,ZM,1698180659
457,teknaf,20.8624,92.3058,25.86,82,100,4.28,BD,1698180660
458,kununurra,-15.7667,128.7333,23.99,88,42,0.0,AU,1698180660
459,port alberni,49.2413,-124.8028,6.91,94,100,2.24,CA,1698180660
460,lompoc,34.6391,-120.4579,27.23,76,75,4.02,US,1698180660
461,itoman,26.1247,127.6694,23.43,90,75,2.06,JP,1698180660
462,villanueva,15.3167,-88.0,32.55,58,40,6.17,HN,1698180516
463,kalmunai,7.4167,81.8167,25.25,85,30,2.76,LK,1698180660
464,manturovo,58.3353,44.7619,-0.68,86,8,2.27,RU,1698180660
465,bull savanna,17.8868,-77.5902,27.57,76,100,0.98,JM,1698180661
466,simplicio mendes,-7.8539,-41.9103,32.31,28,74,1.64,BR,1698180661
467,papao,-17.75,-149.55,28.82,74,99,5.78,PF,1698180661
468,gadzhiyevo,69.2551,33.3362,0.31,84,100,3.26,RU,1698180661
469,kolonia town,6.964,158.206,25.0,94,100,0.0,FM,1698180661
470,horta,38.5333,-28.6333,21.12,96,75,7.2,PT,1698180661
471,lautoka,-17.6167,177.4667,26.92,57,75,4.63,FJ,1698180662
472,egilsstadir,65.2653,-14.3948,-1.05,93,0,2.06,IS,1698180662
473,arkhangel'sk,64.5401,40.5433,1.74,74,68,2.69,RU,1698180662
474,koulikoro,14.0,-7.75,29.85,18,92,2.78,ML,1698180662
475,canyon,34.9803,-101.9188,28.34,46,1,4.02,US,1698180612
476,awjilah,29.1081,21.2869,24.77,28,0,2.13,LY,1698180663
477,petukhovo,55.0692,67.9019,4.76,89,100,7.93,RU,1698180663
478,tokar,18.4254,37.729,29.36,69,0,3.79,SD,1698180663
479,taroa,8.7058,171.2275,28.22,75,81,3.99,MH,1698180663
480,puerto armuelles,8.2833,-82.8667,29.99,72,100,2.24,PA,1698180663
481,sukuta,13.4103,-16.7082,28.01,83,40,0.0,GM,1698180664
482,millom,54.2107,-3.272,10.01,87,82,3.88,GB,1698180664
483,ronne,55.1009,14.7066,9.95,93,75,8.75,DK,1698180664
484,lingdong,46.5669,131.1453,5.46,84,2,1.26,CN,1698180664
485,bilopillya,51.1502,34.3129,5.29,83,69,1.85,UA,1698180664
486,olinda,-8.0089,-34.8553,27.85,65,40,4.12,BR,1698180409
487,ancud,-41.8697,-73.8203,11.59,67,9,3.72,CL,1698180665
488,santana do livramento,-30.8908,-55.5328,19.86,81,86,2.72,BR,1698180665
489,hovd,48.0056,91.6419,2.28,27,38,2.7,MN,1698180486
490,tamanrasset,22.785,5.5228,24.95,14,0,4.12,DZ,1698180379
491,inarajan village,13.2736,144.7484,27.54,95,40,4.25,GU,1698180665
492,kokopo,-4.352,152.2633,26.08,83,100,5.69,PG,1698180665
493,farim,12.4839,-15.2217,27.22,71,100,0.94,GW,1698180666
494,maluso,6.543,121.8753,26.46,79,69,0.44,PH,1698180666
495,bealanana,-14.55,48.7333,18.09,81,11,0.47,MG,1698180666
496,chibougamau,49.9168,-74.3659,7.79,81,100,4.12,CA,1698180666
497,kachug,53.9606,105.8817,-4.28,74,30,1.82,RU,1698180666
498,santa isabel,-23.3156,-46.2214,32.84,57,34,1.69,BR,1698180666
499,vernon,50.2581,-119.2691,7.39,63,100,3.13,CA,1698180613
500,sitka,57.0531,-135.33,5.94,39,0,0.0,US,1698180667
501,saint-louis,16.3333,-15.0,34.29,26,5,4.75,SN,1698180667
502,orchard homes,46.8633,-114.0484,11.82,51,75,1.79,US,1698180667
503,ustrzyki dolne,49.4304,22.5938,12.77,82,100,4.28,PL,1698180667
504,moramanga,-18.9333,48.2,18.34,94,35,0.89,MG,1698180667
505,samana,19.2056,-69.3369,30.12,79,75,3.09,DO,1698180667
506,yeppoon,-23.1333,150.7333,20.88,70,0,2.9,AU,1698180667
507,minbu,20.1833,94.8833,22.26,96,100,1.54,MM,1698180668
508,sao gabriel da cachoeira,-0.1303,-67.0892,32.73,53,39,1.51,BR,1698180668
509,helena valley southeast,46.6153,-111.9216,7.29,75,100,4.63,US,1698180668
510,hepo,23.4308,115.8299,21.48,96,50,0.69,CN,1698180668
511,port blair,11.6667,92.75,24.02,100,40,1.03,IN,1698180668
512,la'ie,21.6477,-157.9253,31.98,63,6,0.45,US,1698180668
513,general levalle,-34.0147,-63.9241,18.13,68,99,1.81,AR,1698180669
514,seminole,28.7086,-81.2081,28.05,63,20,8.23,US,1698180669
515,osinovo,55.8809,48.881,-0.95,87,17,3.85,RU,1698180669
516,dalnegorsk,44.5604,135.5701,9.22,84,6,1.79,RU,1698180669
517,harper,4.375,-7.7169,24.48,91,100,2.79,LR,1698180669
518,kongolo,-5.3833,27.0,22.5,86,91,1.54,CD,1698180669
519,boden,65.8252,21.6886,-5.0,76,91,0.65,SE,1698180669
520,bonnyville,54.2668,-110.735,-4.11,46,80,5.18,CA,1698180660
521,niquero,20.0431,-77.5828,30.5,65,69,9.14,CU,1698180670
522,greenwood,34.1668,-82.1165,23.23,35,0,0.0,US,1698180670
523,tobelo,1.7284,128.0095,26.27,80,100,1.85,ID,1698180670
524,el calafate,-50.3408,-72.2768,11.02,59,33,7.76,AR,1698180670
525,greymouth,-42.4667,171.2,13.64,88,58,1.97,NZ,1698180670
526,cullinan,-25.6709,28.5236,22.88,24,0,2.25,ZA,1698180671
527,bandon,51.7469,-8.7425,8.77,90,33,1.85,IE,1698180671
528,katsuren-haebaru,26.3369,127.8719,23.43,94,75,0.0,JP,1698180671
529,khabarovsk,48.4808,135.0928,8.59,76,20,3.13,RU,1698180671
530,slyudyanka,51.6594,103.7061,-3.1,85,92,0.55,RU,1698180671
531,khandud,36.9513,72.318,1.43,61,2,0.38,AF,1698180671
532,kavaratti,10.5669,72.642,28.25,70,5,1.69,IN,1698180671
533,mabaruma,8.2,-59.7833,27.0,85,100,1.71,GY,1698180672
534,yilan,24.757,121.753,25.01,91,15,1.49,TW,1698180672
535,inirida,3.8653,-67.9239,29.63,76,73,0.91,CO,1698180672
536,san fernando,15.0286,120.6898,26.85,89,99,1.84,PH,1698180672
537,vera cruz,-12.6333,-41.0333,27.09,48,95,2.75,BR,1698180672
538,box elder,41.5005,-112.8764,17.37,38,0,2.43,US,1698180672
539,saminaka,10.414,8.6828,22.91,24,74,1.09,NG,1698180673
540,ihosy,-22.4,46.1167,22.48,68,9,1.73,MG,1698180673
541,saint-pierre,-21.3393,55.4781,24.2,73,0,2.06,RE,1698180673
542,lobujya,27.95,86.8167,-11.7,55,1,0.49,NP,1698180673
543,taro,-8.3862,115.28,22.0,97,87,0.9,ID,1698180673
544,tanabe,33.7333,135.3667,15.66,91,57,2.0,JP,1698180673
545,prince george,53.9166,-122.753,-0.31,37,0,5.66,CA,1698180674
546,morris,40.8334,-74.5329,18.84,45,40,4.12,US,1698180474
547,kelso,46.1468,-122.9084,10.21,94,100,4.02,US,1698180674
548,sirte,31.2089,16.5887,26.52,50,0,4.37,LY,1698180674
549,verdal,63.7933,11.4817,3.02,94,89,2.52,NO,1698180589
550,saa,4.3667,11.45,21.31,99,99,1.58,CM,1698180674
551,nova sintra,14.8667,-24.7167,24.49,75,71,6.19,CV,1698180674
552,mutuali,-14.8706,37.0044,26.87,31,53,1.97,MZ,1698180675
553,as suwayq,23.8494,57.4386,27.92,64,18,1.34,OM,1698180675
554,narvik,68.4384,17.4272,-0.11,80,77,3.23,NO,1698180675
555,nieuw amsterdam,5.8833,-55.0833,32.01,65,20,4.12,SR,1698180675
556,ares,-6.1944,-35.1603,27.05,77,20,4.06,BR,1698180675
557,agri,39.6667,43.1667,9.51,80,100,0.7,TR,1698180675
558,mejit,10.2753,170.8646,27.6,80,26,5.04,MH,1698180675
559,fort bragg,35.139,-79.006,23.08,36,0,2.57,US,1698180676
560,ariquemes,-9.9133,-63.0408,36.81,32,100,1.9,BR,1698180567
561,huarmey,-10.0681,-78.1522,22.24,78,45,5.49,PE,1698180676
562,port macquarie,-31.4333,152.9167,22.04,35,4,3.69,AU,1698180676
563,sikandra,26.3667,79.65,21.99,52,0,0.6,IN,1698180676
564,cidreira,-30.1811,-50.2056,20.18,81,100,6.48,BR,1698180676
565,hobyo,5.3505,48.5268,28.07,77,15,4.09,SO,1698180677
566,arkalyk,50.2486,66.9114,4.92,38,100,8.47,KZ,1698180394
567,dili,-8.5586,125.5736,26.02,58,3,1.24,TL,1698180677
568,mlandizi,-6.7,38.7333,23.75,96,70,0.89,TZ,1698180677
569,labrador city,52.9463,-66.9114,2.95,75,100,4.63,CA,1698180677
570,rondonopolis,-16.4708,-54.6356,35.91,31,92,3.52,BR,1698180544
